index,kabc_absTEC,kabc_absCB,usln_absTEC,usln_absCB,kazn_absTEC,kazn_absCB,kula_absTEC,kula_absCB,tyla_absTEC,tyla_absCB,rybn_absTEC,rybn_absCB,kamu_absTEC,kamu_absCB,tetu_absTEC,tetu_absCB,time,date
46,6.779,264633634.72796702,7.317,254718994.26397237,7.319,254684189.45486492,4.956,309501109.3096352,7.353,254094682.0647612,6.814,263953116.55835065,5.59,291421745.32881755,7.142,257820790.63195544,23:00:00,08-03-2022
47,6.275,275055918.1413548,6.555,269117234.2164103,6.497,270315796.51494205,4.267,333554295.1317796,6.732,265555808.4833222,5.985,281640937.59377176,4.92,310631366.6656306,6.481,270649262.5433693,23:30:00,08-03-2022
0,6.317,274140007.5222107,6.277,275012095.0042741,7.179,257155538.34617692,9.05,229035904.4704642,6.632,267550397.1854962,5.678,289154639.3249813,6.1,278973493.689552,6.304,274422525.34246075,00:00:00,08-04-2022
1,6.678,266627322.48679122,6.675,266687232.00838473,7.86,245763048.67685938,9.359,225223205.4314118,7.071,259111948.49624977,6.268,275209464.2617702,6.528,269673198.3365827,6.635,267489904.19820938,00:30:00,08-04-2022
2,7.448,252468979.62887892,7.468,252130685.25258416,8.685,233799160.4996623,11.528,202932158.55015612,7.944,244460244.08860812,7.291,255172759.1903496,7.45,252435088.90053928,7.555,250674769.61185253,01:00:00,08-04-2022
3,8.884,231165800.74059865,8.937,230479328.43409786,10.185,215897365.1380796,12.098,198093884.67883974,9.392,224827181.9051459,8.846,231661781.23446116,8.9,230957917.78421563,8.952,230286151.52610272,01:30:00,08-04-2022
4,10.263,215075377.74980706,10.161,216152186.548861,11.54,202826620.45241383,13.033,190855931.27794498,10.596,211668817.69169375,10.094,216868366.66307658,10.158,216184102.7079938,10.092,216889854.73512957,02:00:00,08-04-2022
5,11.247,205451592.17391068,11.215,205744493.10448924,12.558,194431944.45498687,14.511,180875268.05598894,11.628,202057673.06071955,11.186,206011019.4842976,11.316,204824257.60356376,11.271,205232735.55554685,02:30:00,08-04-2022
6,12.306,196412626.59289,12.228,197038069.4852782,13.62,186697844.98893967,15.669,174063302.2590586,12.635,193838587.1582047,12.166,197539501.16700816,12.235,196981695.81047282,12.353,196038620.64430642,03:00:00,08-04-2022
7,13.132,190135154.4294568,13.168,189875071.26342866,14.645,180045872.93509457,16.835,167927297.35420978,13.557,187131138.90705383,13.027,190899878.60890576,13.056,190687747.24806243,13.235,189393855.88966253,03:30:00,08-04-2022
8,13.696,186179125.10737962,14.003,184126930.97157103,15.034,177701292.1791379,17.149,166382811.4976994,14.298,182217553.93937665,13.851,185134472.99908152,13.825,185308477.89227876,13.92,184675056.75670868,04:00:00,08-04-2022
9,14.437,181338233.42317086,14.665,179923058.54635924,15.504,174987077.90015376,17.23,165991259.42946464,14.848,178810854.81966054,14.543,180676162.09341067,14.583,180428201.8282256,14.511,180875268.05598894,04:30:00,08-04-2022
10,15.545,174756160.97779,15.778,173461014.84944308,16.546,169387496.30193087,18.921,158400232.95044744,15.854,173044751.6309085,15.622,174324947.09231701,15.647,174185627.54646775,15.596,174470194.62991366,05:00:00,08-04-2022
11,16.192,171229114.6828152,16.435,169958545.04599187,17.161,166324628.90651685,20.477,152263109.14889964,16.444,169912028.49714327,16.308,170619045.2544017,16.302,170650440.7915622,16.194,171218540.74173725,05:30:00,08-04-2022
12,16.584,169193320.70160195,16.653,168842439.2657233,17.258,165856549.67265058,20.768,151192595.03954905,16.698,168614776.20303103,16.532,169459203.38833433,16.618,169020149.49201742,16.258,170881205.5228031,06:00:00,08-04-2022
13,17.456,164913227.83394828,17.607,164204546.11403933,18.024,162293927.19093022,20.502,152170246.5290199,17.64,164050881.5257631,17.327,165525981.25589105,17.432,165026713.26623484,17.352,165406696.9911909,06:30:00,08-04-2022
14,17.845,163105866.82927963,18.283,161140285.64968055,18.788,158959900.78910258,19.284,156902295.49362552,18.45,160409347.98741826,17.842,163119578.7739449,18.011,162352486.97338414,18.011,162352486.97338414,07:00:00,08-04-2022
15,17.858,163046488.3350681,18.445,160431088.09024727,19.038,157912750.31205648,18.292,161100638.78209636,18.538,160028162.99674428,17.911,162805076.18489873,18.037,162235430.7295171,17.996,162420134.7854449,07:30:00,08-04-2022
16,18.005,162379535.95371348,18.618,159683979.00220454,19.314,156780391.7416398,18.904,158471440.07157636,18.5,160192431.93418086,17.992,162438188.48802778,18.245,161308006.82835564,18.156,161702886.26090783,08:00:00,08-04-2022
17,17.738,163597074.62176013,18.412,160574794.79804146,18.969,158199694.51529977,18.377,160727633.79264975,18.298,161074223.78908703,17.759,163500319.32027256,18.093,161984167.12054726,17.928,162727868.947273,08:30:00,08-04-2022
18,17.264,165827725.94185984,17.863,163023667.71430954,18.231,161369930.98801956,16.685,168680450.91948596,17.652,163995110.35926077,17.453,164927400.71039078,17.624,164125331.66870418,17.523,164597649.2151761,09:00:00,08-04-2022
19,16.946,167376413.5382819,17.466,164866011.28766203,17.901,162850543.5737777,14.789,179167178.4166318,17.243,165928674.80818862,17.146,166397366.68849206,17.249,165899813.46433067,17.174,166261666.5940593,09:30:00,08-04-2022
20,16.732,168443373.56983024,17.153,166363410.5168152,17.53,164564782.7408848,13.627,186649886.78866866,16.927,167470324.44847843,16.864,167782848.02309614,16.954,167336919.3391624,16.797,168117141.7399301,10:00:00,08-04-2022
